report_year,state,slide_id,slide_no,source,district,name,location,nh_sh_affected,latitude,longitude,date_of_event,time_of_event,type_of_event,casualty,rainfall_mm
2025,Mizoram,Newspapers & Media/2024/Mizoram/95,,Newspapers & Media,Aizawl,Zemabawk Landslide,Aizawl's Zemabawk locality,,23.73397,92.7463,02-07-2024,Morning,2.0,3.0,172.74
2025,Mizoram,Newspapers & Media/2024/Mizoram/101,,Newspapers & Media,Aizawl,Durtlang Landslide,Durtlang Road,,23.76229,92.73362,02-07-2024,,3.0,0.0,173.43
2025,Mizoram,Newspapers & Media/2024/Mizoram/49,,Newspapers & Media,Mamit,Khantlang Landslide,Khantlang Village in Mamitdistrcit,,23.75095,92.27094,11-06-2024,,2.0,0.0,70.7
2025,Mizoram,Newspapers & Media/2024/Mizoram/13,,Newspapers & Media,Aizawl,Hlimen Landslide,"Situated between Meltham and Hlimen in the southern part of Aizawl city, Mizoram",,23.68059,92.71768,28-05-2024,6:00 AM,2.0,28.0,660.93
2025,Mizoram,Newspapers & Media/2024/Mizoram/14,,Newspapers & Media,Aizawl,Hunthar Landslide,Western outskirts of Aizawl,NH-54,23.74506,92.71425,28-05-2024,,3.0,0.0,596.485
2025,Mizoram,Newspapers & Media/2024/Mizoram/15,,Newspapers & Media,Aizawl,Salem Landslide,Near Aizawl City,,23.71769,92.7266,28-05-2024,,2.0,0.0,596.485
2025,Mizoram,Newspapers & Media/2024/Mizoram/27,,Newspapers & Media,Aizawl,Falkawn Landslide,Falkawn Village,,23.62224,92.72635,28-05-2024,,2.0,2.0,656.676
2025,Mizoram,Newspapers & Media/2024/Mizoram/28,,Newspapers & Media,Aizawl,Lungsei Landslide,Lungsei Village,,23.45122,92.68159,28-05-2024,,2.0,1.0,594.249
2025,Mizoram,Newspapers & Media/2024/Mizoram/29,,Newspapers & Media,Aizawl,Aibawk Landslide,Aibawk Village,,23.55912,92.70656,28-05-2024,,2.0,1.0,536.282
2025,Mizoram,Newspapers & Media/2024/Mizoram/170,,Newspapers & Media,Kolasib,Kawnpui Landslide,Near Kawnpui Railway Station,,23.99435,92.64393,28-08-2024,,2.0,0.0,45.79
2021,Nagaland,Newspaper/2021/Nagaland/,,Newspaper,Dimapur,TL Park landslide,Kukidlong,,25.793409,90.805865,2021-02-02,-,3.0,,
2021,Nagaland,Nwspaper/2021/Nagaland/45,45.0,Nwspaper,Dimapur,Fiphema_landsiée,Piphema,,25.765187,93.940678,2021-05-10,07.00,1.0,,2.610001
2021,Nagaland,Nwspaper/2021/Nagaland/41,41.0,Nwspaper,Phek,Losami_Phek landside,Landslie between Losami and Phek Vilage,,25.657788,94.498812,2021-07-12,-,2.0,,
2021,Nagaland,Onine Meda/2021/Nagaland/47,47.0,Onine Meda,Phek,Phek_landside,Ziphu,,25.603108,94.686765,2021-07-18,-,,,
2021,Nagaland,Nwspaper/2021/Nagaland/40,40.0,Nwspaper,Tuensang,Wangshu_PwO_Road landslide,Wangshu Vilage,,26.046657,94.767115,2021-07-20,-,3.0,,
2021,Nagaland,Nwspaper/2021/Nagaland/44,44.0,Nwspaper,Wokha,Sanis_Doyang landslide,Between Sanis and Doyang,,26.208642,94.221998,2021-08-05,-,3.0,,
2021,Nagaland,Newspaper/2021/Nagaland/,,Newspaper,Wokna,Aiell_colony_landside,Arild Colony,,26.091211,94.246068,2021-08-06,-,,,
2021,Nagaland,Nwspaper/2021/Nagaland/39,39.0,Nwspaper,Wokha,Lower Etsuchuka Colony landslide,Lower Etsuchuka Colony,,26.092809,94.254627,2021-08-06,-,2.0,,
2021,Nagaland,Nwspaper/2021/Nagaland/42,42.0,Nwspaper,Wokha,Potice_PointJandside,Poi Point,,26.096249,94.25428,2021-08-06,-,2.0,,
2021,Nagaland,Onine Meda/2021/Nagaland/,,Onine Meda,,Pungro-Mini landslide,Pungro-Wim axis near Longktimong vlage,,25.7623,94.880047,2021-08-17,-,,,
2021,Nagaland,Onine Meda/2021/Nagaland/,,Onine Meda,Tuensang,Chedang Saddle Landslide,Chendang Sadie and Nokak,,26.222588,94.939409,2021-09-08,-,,,
2021,Nagaland,Online Media/2021/Nagaland/50,50.0,Online Media,Tuensang,WensoiLandsice,Wensoi Vilage,,26.250081,95.061802,2021-11-08,-,2.0,,
2021,Nagaland,Newspaper/2021/Nagaland/,,Newspaper,Phek,Phusero-Lanye Landside,-,,25.722468,94.402348,2023-07-91,-,3.0,,
2021,Nagaland,Newspaper/2021/Nagaland/48,48.0,Newspaper,Phek,Pfutsere-Khomi-Phek landslide,-,,22.659725,94.409807,2023-07-91,-,3.0,,
2021,Nagaland,Onine Meds/2021/Nagaland/,,Onine Meds,,,Kukidlong,,25.772509,98.808,2029-02-17,-,3.0,,
2023,Nagaland,Newspapers & Media/2023/Nagaland/39,39.0,Newspapers & Media,Chümoukedima,Pakala Pahar landslide,near Chümoukedima police post,NH 29,25.798326,93.797729,2023-07-04,5:00 PM,2.0,2.0,84.62119811
2023,Nagaland,Newspapers & Media/2023/Nagaland/42,42.0,Newspapers & Media,Noklak,Choklangan Landslide,Choklangan village in Noklak district,--,26.106224,95.080945,2023-07-09,1:00 AM,2.0,0.0,56.87882877
2023,Nagaland,Newspapers & Media/2023/Nagaland/43,43.0,Newspapers & Media,Noklak,Wonthai Landslide,Wonthai area,--,26.197297,95.020282,2023-07-09,--,2.0,0.0,56.55963898
2023,Nagaland,Newspapers & Media/2023/Nagaland/44,44.0,Newspapers & Media,Noklak,Ehoukeh King,"Ehoukeh King, Choklangan",--,26.199008,95.015413,2023-07-09,--,2.0,0.0,56.55963898
2023,Nagaland,Newspapers & Media/2023/Nagaland/45,45.0,Newspapers & Media,Peren,Iron bridge landslide,Peren-Maram road,NH-129A,25.529813,93.76566,2023-07-10,Morning,2.0,0.0,4.89017205
2023,Nagaland,Newspapers & Media/2023/Nagaland/51,51.0,Newspapers & Media,Kiphire,Kiphire Landslide,Shamator Kiphire Road Section,NH 202,25.994082,94.85535,2023-07-16,--,2.0,0.0,175.991999
2023,Nagaland,Newspapers & Media/2023/Nagaland/52,52.0,Newspapers & Media,Kohima,Meriema Landslide,Meriema area,--,25.709988,94.047805,2023-07-17,--,2.0,1.0,47.45567152
2023,Nagaland,Newspapers & Media/2023/Nagaland/60,60.0,Newspapers & Media,Kiphire,Kiphire Town Landslide,Road leading to Pungro town from Kiphire,NH 202,25.876143,94.784753,2023-08-09,Night,2.0,0.0,146.652082
2023,Nagaland,Newspapers & Media/2023/Nagaland/71,71.0,Newspapers & Media,Kiphire,Mimi Landslide,Indo-Myanmar Border area around,--,25.708869,94.906812,2023-08-25,--,2.0,0.0,7.4942718
2023,Nagaland,Newspapers & Media/2023/Nagaland/76,76.0,Newspapers & Media,Mokokchung,Noklangsangba Landslide,Noklangsangba Government High School,--,26.653847,94.51346,27-08-2023,--,2.0,0.0,8.057369572
2025,Nagaland,Newspapers & Media/2024/Nagaland/103,,Newspapers & Media,Zunheboto,"DIET, Zunheboto Landslide",South point east colony,,26.006772,94.521634,01-07-2024,,2.0,0.0,32.2
2025,Nagaland,Newspapers & Media/2024/Nagaland/99,,Newspapers & Media,Tuensang,Tuensang Landslide,TuensangMoko kchung Road,NH 202,26.223056,94.800348,02-07-2024,,2.0,0.0,122.05
2025,Nagaland,Newspapers & Media/2024/Nagaland/102,,Newspapers & Media,Kiphire,Shishimi Landslide,Shishimi Village Area,,25.816009,94.616317,02-07-2024,,3.0,0.0,301.5
2025,Nagaland,Newspapers & Media/2024/Nagaland/104,,Newspapers & Media,Tuensang,K.Wongthu Landslide,Kuthur Village,,26.185832,94.841673,03-07-2024,,3.0,0.0,17.91
2025,Nagaland,Newspapers & Media/2024/Nagaland/174,,Newspapers & Media,Chumoukedima,Pherima Landslide,Between Pherima and Paglapahar,NH 29,25.773953,93.913722,03-09-2024,11:00,3.0,6.0,33.41
2025,Nagaland,Newspapers & Media/2024/Nagaland/149,,Newspapers & Media,Kohima,Dzüü Landslide,Just before Dzüü bridge,,25.671317,94.18373,04-08-2024,,2.0,0.0,0.4
2025,Nagaland,Newspapers & Media/2024/Nagaland/183,,Newspapers & Media,Kohima,KMC Dumping Landslide,Near old Kohima Municipal Council (KMC) dumping site,NH 29,25.710898,94.068536,04-10-2024,,3.0,0.0,16.38
2025,Nagaland,Newspapers & Media/2024/Nagaland/116,,Newspapers & Media,Shamator,Chessore Landslide,Keku colony of Chessore area,,26.090935,94.746775,05-07-2024,,3.0,0.0,106.7
2025,Nagaland,Newspapers & Media/2024/Nagaland/128,,Newspapers & Media,Zunheboto,Alahuto Landslide,Alahuto Colony of Zunheboto Town,,26.015899,94.531077,07-07-2024,4:00 PM,2.0,0.0,10.85
2025,Nagaland,Newspapers & Media/2024/Nagaland/177,,Newspapers & Media,Kohima,KMC Dumping Landslide,Near old Kohima Municipal Council (KMC) dumping site,NH 29,25.710966,94.068528,09-09-2024,5:00 PM,3.0,0.0,45.03
2025,Nagaland,Newspapers & Media/2024/Nagaland/124,,Newspapers & Media,Kohima,Seca Khel Landslide,Kigwema- Mima- Chakhabama Road,,25.607096,94.12725,12-07-2024,,3.0,0.0,18.59
2025,Nagaland,Newspapers & Media/2024/Nagaland/156,,Newspapers & Media,Kiphire,Lophukhong Landslide,Near Lophukhong Village,,25.699199,94.930126,12-08-2024,,3.0,0.0,57.46
2025,Nagaland,Newspapers & Media/2024/Nagaland/158,,Newspapers & Media,Kohima,Zubza Landslide,Kohima Dimapur Highway,NH 29,25.724445,94.034266,14-08-2024,,3.0,0.0,4.66
2025,Nagaland,Newspapers & Media/2024/Nagaland/132,,Newspapers & Media,Wokha,Wokha Landslide,Near Wokha village 'B' Khel,NH 2,26.107402,94.255575,15-07-2024,5:00 AM,2.0,0.0,3.34
2025,Nagaland,Newspapers & Media/2024/Nagaland/56,,Newspapers & Media,Kiphire,Medical Ward Landslide,"Medical ward, Kiphire",,25.881651,94.780119,16-06-2024,11:00,2.0,0.0,0.21
2025,Nagaland,Newspapers & Media/2024/Nagaland/135,,Newspapers & Media,Wokha,Tchuyiro colony Landslide,Tchuyiro colony area in Wokha Town,,26.09928,94.25861,22-07-2024,2:00 AM,3.0,0.0,15.09
2025,Nagaland,Newspapers & Media/2024/Nagaland/136,,Newspapers & Media,Wokha,Lakhuti Landslide,Near football ground at Lakhuti Village,,26.2956,94.246652,22-07-2024,1:30 AM,2.0,0.0,34.58
2025,Nagaland,Newspapers & Media/2024/Nagaland/168,,Newspapers & Media,Kohima,Khonoma Landslide,Between Jotsoma and Khonoma,,25.670326,94.04216,23-08-2024,Morning,3.0,0.0,45.29
2025,Nagaland,Newspapers & Media/2024/Nagaland/138,,Newspapers & Media,Kohima,Pezielietsie Colony Landslide,"Pezielietsie Colony in Ward-3 North Block, Kohima",,25.680683,94.103026,26-07-2024,,2.0,0.0,1.29
2025,Nagaland,Newspapers & Media/2024/Nagaland/169,,Newspapers & Media,Wokha,Etsuchuka Colony Landslide,"Etsuchuka Colony, Wokha",,26.098734,94.254992,26-08-2024,3:00 PM,2.0,0.0,3.6
2025,Nagaland,Newspapers & Media/2024/Nagaland/173,,Newspapers & Media,Mokokchung,Mokokchung Landslide,Between MokokchungTu engsang Road,,26.302047,94.586325,26-08-2024,,3.0,0.0,20.23
2025,Nagaland,Newspapers & Media/2024/Nagaland/25,,Newspapers & Media,Phek,Rekizu Landslide,Rekizu Ward,,25.582963,94.298515,28-05-2024,,2.0,1.0,194.3
2025,Nagaland,Newspapers & Media/2024/Nagaland/26,,Newspapers & Media,Phek,Kikruma Landslide,Kikruma Village,,25.579584,94.220527,28-05-2024,,2.0,0.0,194.3
2025,Nagaland,Newspapers & Media/2024/Nagaland/70,,Newspapers & Media,Mokokchung,Tongdentsuyo ng Landslide,Tongdentsuyon g ward near butcher shop,NH 2,26.328052,94.524576,28-06-2024,1:30 AM,2.0,0.0,100.43
2025,Nagaland,Newspapers & Media/2024/Nagaland/77,,Newspapers & Media,Zunheboto,DC Hill Landslide,DC Hill West Area,,26.012021,94.52143,29-06-2024,,2.0,0.0,15.989
2025,Nagaland,Newspapers & Media/2024/Nagaland/171,,Newspapers & Media,Wokha,Longsa Landslide,Between Longsa Junction and Dikhu Bridge,NH 202,26.249363,94.537726,29-08-2024,,2.0,0.0,21.63
2021,Sikkim,Online Media/2021/Sikkim/1,1.0,Online Media,East Skim,Kyonsola_watofalllandsido,Kyonsola waterfall on way to Tsonga,,27.75688,98.728541,2021-03-25,-,2.0,,
2021,Sikkim,Nwspaper/2021/Sikkim/68,68.0,Nwspaper,East Sikkim,Tashi Namgyal Secondary School Landslide,=,,27.249272,88.608275,2021-05-09,-,1.0,1.0,
2021,Sikkim,Nwspaper/2021/Sikkim/60,60.0,Nwspaper,,Bhelukhola_andsie,Bhalu Khola,,27.08117,88.484695,2021-05-18,-,2.0,,
2021,Sikkim,Newspaper/2021/Sikkim/,,Newspaper,Kalmpong,Moll 2 Landslide,near Mel,,27.10871,28.486764,2021-07-20,-,,,95.820028
2021,Sikkim,Newspaper/2021/Sikkim/,,Newspaper,South Sikkim,Ml_Jorethang_landstide,Between Mell and Jorethang,,27.1136,96.225809,2021-07-20,-,,,
2021,Sikkim,Nwspaper/2021/Sikkim/55,55.0,Nwspaper,South Sikkim,Nell Bazaar Landside,eli Bazaar,,27.090724,88.45686,2021-07-20,-,2.0,1.0,
2021,Sikkim,Nwspaper/2021/Sikkim/56,56.0,Nwspaper,,Mamknola Landslide,Mamkhola,,27.142002,88.531995,2021-07-20,-,2.0,,
2021,Sikkim,Online Media/2021/Sikkim/65,65.0,Online Media,West Skim,Sisney Landside,Sisney Petol Pump,,27.146069,88.280811,2021-07-20,-,2.0,,
2021,Sikkim,Nwspaper/2021/Sikkim/54,54.0,Nwspaper,South Sikkim,Nel Secondary Schoo! Landslide,Nell Secondary School,,27.030065,88.45744,2021-07-29,-,1.0,,
2021,Sikkim,Nwspaper/2021/Sikkim/57,57.0,Nwspaper,East Sikkim,Seesa Gola Landsiae,Seesa Gola,,27.26815,88.61022,2021-08-01,-,1.0,,
2021,Sikkim,Online Media/2021/Sikkim/62,62.0,Online Media,East Sikkim,Basilakha_landside,Basiakha,,27.255462,88.597286,2021-08-08,-,3.0,,
2021,Sikkim,Onine Meda/2021/Sikkim/,,Onine Meda,West Sikkim,Jorethang-Legship Landslide,Reshi Bazaar,,27.221268,98.307458,2021-08-27,-,3.0,,
2021,Sikkim,Newspaper/2021/Sikkim/,,Newspaper,West Sikkim,Muneew TareybhirLandside,Muneew Taraybhirstetcn,,27.1624,96.152087,2021-08-28,-,1.0,,
2021,Sikkim,Newspaper/2021/Sikkim/,,Newspaper,East Skim,Samsing Shant Tum Landshide,Samsing Shant tum,,27.250224,96.614902,2021-08-28,-,1.0,,
2021,Sikkim,Nwspaper/2021/Sikkim/69,69.0,Nwspaper,West Skim,Bongten-Changay Landsie,Upper Bongten and Changay,,,,2021-08-29,-,3.0,,12538664
2021,Sikkim,Onine Meda/2021/Sikkim/,,Onine Meda,East Skim,Pani House Landslide,Pani House,,27.2456,98.609499,2021-10-20,-,,,198100475
2021,Sikkim,Onine Meda/2021/Sikkim/,,Onine Meda,East Skim,,Seley ward under Tumin Lingee Constituency,,27.286542,98.487805,2023-07-91,-,,,140695612
2021,Sikkim,Onine Meda/2021/Sikkim/64,64.0,Onine Meda,Kalmpong,Set Jhora Landslide,Setijnora near Kalimpong,,,,2023-07-91,-,,,20.420714
2023,Sikkim,Newspapers & Media/2023/Sikkim/79,79.0,Newspapers & Media,North Sikkim,Lhonak Landslide,Near South Lhonak Lake,--,27.912811,88.18362,04-10-2023,--,1.0,,1.658
2023,Sikkim,Newspapers & Media/2023/Sikkim/2,2.0,Newspapers & Media,Gangtok,Sokpay Landslide,Sokpay Village,Dikchu-Rakdong Road,27.39235464,88.52320007,2023-03-26,--,3.0,0.0,0.669916422
2023,Sikkim,Newspapers & Media/2023/Sikkim/11,11.0,Newspapers & Media,North Sikkim,Chungthang Landslide,Chungthang_Lachung_Road,Chungthang_Lachung_Road,27.613235,88.657305,2023-05-19,--,2.0,0.0,13.09883959
2023,Sikkim,Newspapers & Media/2023/Sikkim/21,21.0,Newspapers & Media,North Sikkim,Chungthang 2 Landslide,Along Chungthnag Road,NH 10,27.603889,88.64646,2023-06-16,--,2.0,0.0,3.215050509
2023,Sikkim,Newspapers & Media/2023/Sikkim/25,25.0,Newspapers & Media,West Sikkim,Kalej Khola landslide,Lower Sapung area,--,27.26933,88.250366,2023-06-18,--,2.0,0.0,66.43408392
2023,Sikkim,Newspapers & Media/2023/Sikkim/26,26.0,Newspapers & Media,West Sikkim,Dentam Landslide,Dentam Sub Division under Gyalshing,--,27.254354,88.136778,2023-06-18,--,2.0,0.0,47.51506926
2023,Sikkim,Newspapers & Media/2023/Sikkim/27,27.0,Newspapers & Media,West Sikkim,Lower Okhrey Landslide,Sombaria area,--,27.142583,88.103311,2023-06-18,--,2.0,0.0,87.17961762
2023,Sikkim,Newspapers & Media/2023/Sikkim/46,46.0,Newspapers & Media,North Sikkim,Lingzya Busty Landslide,Lingzya Busty of Upper Dzongu,--,27.535576,88.500328,2023-07-12,8:30 AM,2.0,1.0,5.673429807
2023,Sikkim,Newspapers & Media/2023/Sikkim/47,47.0,Newspapers & Media,South Sikkim,Rafung Khola Landslide,Rafung Khola area,--,27.299226,88.390868,2023-07-14,--,2.0,0.0,53.43282726
2023,Sikkim,Newspapers & Media/2023/Sikkim/48,48.0,Newspapers & Media,East Sikkim,9th Mile Landslide,9th Mile area,NH 310,27.378152,88.728199,2023-07-14,--,2.0,0.0,14.54079002
2023,Sikkim,Newspapers & Media/2023/Sikkim/49,49.0,Newspapers & Media,North Sikkim,Theng Landslide,Theng Tunnel area,NH 310A,27.565792,88.649425,2023-07-14,--,2.0,0.0,5.525783284
2023,Sikkim,Newspapers & Media/2023/Sikkim/67,67.0,Newspapers & Media,East Sikkim,32 No. Landslide,"National Highway NH-10, connecting",NH 10,27.259994,88.55059,2023-08-04,--,2.0,0.0,1.98
2023,Sikkim,Newspapers & Media/2023/Sikkim/68,68.0,Newspapers & Media,East Sikkim,32 No. Landslide,"National Highway NH-10, connecting",NH 10,27.259936,88.550684,2023-08-24,--,2.0,0.0,21.48876357
2023,Sikkim,Newspapers & Media/2023/Sikkim/69,69.0,Newspapers & Media,West Sikkim,Lingzing Landslide,Maneybong Dentam constituency,--,27.278215,88.08848,2023-08-25,Morning,2.0,1.0,4.418032641
2025,Sikkim,Newspapers & Media/2024/Sikkim/33,,Newspapers & Media,Gangtok,Matim Landslide,Maltin and BOP areas,,27.62714,88.67311,01-06-2024,,3.0,0.0,0.54
2025,Sikkim,Newspapers & Media/2024/Sikkim/34,,Newspapers & Media,Gangtok,Tashi Landslide,Gangtok Mangan Road,,27.37194,88.61639,01-06-2024,,3.0,0.0,0
2025,Sikkim,Newspapers & Media/2024/Sikkim/43,,Newspapers & Media,Namchi,Majua Landslide,Yangang area,,27.29403,88.41938,10-06-2024,6:30 AM,2.0,3.0,2.4
2025,Sikkim,Newspapers & Media/2024/Sikkim/46,,Newspapers & Media,Gangtok,Shantinagar Landslide,Shantinagar Area in Singtam,NH 10,27.23553,88.50579,11-06-2024,,3.0,0.0,10
2025,Sikkim,Newspapers & Media/2024/Sikkim/47,,Newspapers & Media,Gangtok,Pani House Landslide,Pani House area in Gangtok,,27.32167,88.60993,11-06-2024,,3.0,0.0,13.6
2025,Sikkim,Newspapers & Media/2024/Sikkim/48,,Newspapers & Media,Mangan,Zeema Landslide,Zeema region in North Sikkim,,27.86372,88.54756,11-06-2024,,3.0,0.0,13.6
2025,Sikkim,Newspapers & Media/2024/Sikkim/123,,Newspapers & Media,Gangtok,Makha Landslide,"Near Sisney, close to 10th Mile in Makha",,27.35164,88.32418,12-07-2024,,2.0,1.0,3.81
2025,Sikkim,Newspapers & Media/2024/Sikkim/45,,Newspapers & Media,Mangan,Mangan Landslide,Mangan Area,,27.50028,88.53445,13-06-2024,,3.0,6.0,99
2025,Sikkim,Newspapers & Media/2024/Sikkim/50,,Newspapers & Media,Mangan,Pakshep Landslide,Pakshep area in Mangan,,27.50669,88.55658,13-06-2024,,2.0,3.0,99
2025,Sikkim,Newspapers & Media/2024/Sikkim/51,,Newspapers & Media,Mangan,Sangkalang Landslide,Near Sangkalang Bridge,,27.5086,88.52691,13-06-2024,,3.0,0.0,99
2025,Sikkim,Newspapers & Media/2024/Sikkim/9,,Newspapers & Media,Pakyong,Pakyong DC office Landslide,Near under construction DC office,,27.24534,88.61161,17-05-2024,Afternoon,2.0,0.0,1.803
2025,Sikkim,Newspapers & Media/2024/Sikkim/162,,Newspapers & Media,Gangtok,Balutar Landslide,"NHPC's 510 MW Teesta Stage 5 dam in Balutar, Sikkim",,27.25169,88.45966,20-08-2024,Morning,2.0,0.0,81.15
2025,Sikkim,Newspapers & Media/2024/Sikkim/133,,Newspapers & Media,Mangan,Munsi Thang Landslide,Enroute Lachen,,27.82149,88.5491,21-07-2024,,2.0,0.0,0.46
2025,Sikkim,Newspapers & Media/2024/Sikkim/137,,Newspapers & Media,Mangan,Toong Landslide,Between Naga and Rel Ward areas,,27.56807,88.65081,22-07-2024,,3.0,0.0,0.38
2025,Sikkim,Newspapers & Media/2024/Sikkim/74,,Newspapers & Media,Gangtok,Lingding Landslide,LingdingSichey Road,,27.32468,88.60395,28-06-2024,,3.0,0.0,11.56
2025,Sikkim,Newspapers & Media/2024/Sikkim/172,,Newspapers & Media,Pakyong,Pakyong Landslide,Near Pakyong Airport,,27.23968,88.59367,29-08-2024,,2.0,0.0,1.64
2025,Sikkim,Newspapers & Media/2024/Sikkim/179,,Newspapers & Media,Mangan,Rang Rang Landslide,Near Rang Rang Landslide,,27.47775,88.52716,30-09-2024,,3.0,0.0,5.929
2025,Sikkim,Newspapers & Media/2024/Sikkim/180,,Newspapers & Media,Gangtok,Lower Tintek Landslide,"Marchak, Lower Tintek",,27.37807,88.49725,30-09-2024,,3.0,0.0,0.569
2025,Sikkim,Newspapers & Media/2024/Sikkim/181,,Newspapers & Media,Soreng,RibdiBhareng Landslide,Between Ribdi and Bhareng,,27.17605,88.09037,30-09-2024,,2.0,0.0,0
2021,Tripura,Newspaper/2021/Tripura/70,70.0,Newspaper,South,Sarsima Landslide,Sarsima area of Belonia in South Tripura,-,23.2463,91.480725,2021-08-26,-,2.0,1.0,78.381047
2021,Tripura,Online Media/2021/Tripura/71,71.0,Online Media,South,Jharjhari landslide,Jharjhari Village,-,23.228158,91.494288,2021-08-26,-,2.0,,78.381047
2023,Tripura,Newspapers & Media/2023/Tripura/13,13.0,Newspapers & Media,Khowai,Teliamura Landslide,45 mile area of Atharamura hill range,--,23.837263,91.62872,2023-03-31,Night,2.0,0.0,30.87335595
2025,Tripura,Newspapers & Media/2024/Tripura/54,,Newspapers & Media,West Tripura,Mungiakami Landslide,Mile 35 in Mungiakami region,,23.878866,91.705846,15-06-2024,,3.0,0.0,0.53
2025,Tripura,Newspapers & Media/2024/Tripura/163,,Newspapers & Media,South Tripura,Debipur Landslide,Debipur region,,23.167876,91.516866,19-08-2024,,2.0,3.0,42.19
2025,Tripura,Newspapers & Media/2024/Tripura/164,,Newspapers & Media,Khowai,Teliamura Landslide,Teliamura region,,23.839927,91.634953,19-08-2024,,2.0,1.0,46.35
2025,Tripura,Newspapers & Media/2024/Tripura/165,,Newspapers & Media,Dhalai,Saikar Landslide,Near Saikar Bazar,,24.109649,91.908101,19-08-2024,,3.0,0.0,48
2025,Tripura,Newspapers & Media/2024/Tripura/166,,Newspapers & Media,South Tripura,Gardang Landslide,Gardang Panchayat near Shanti bazar,,23.312969,91.524158,22-08-2024,Early Morning,2.0,7.0,677
2025,Tripura,Newspapers & Media/2024/Tripura/167,,Newspapers & Media,South Tripura,Nutan Bazar Landslide,Near Nutan bazar water treatment plant,,23.423169,91.755621,22-08-2024,,2.0,0.0,484.05
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/1,1.0,Newspapers & Media,Dibang Valley,Anini Landslide,"Near Anini, NH 313 KM5 from",NH 313,28.78833,95.90902,26-02-2025,-,1.0,0.0,6.16
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/2,2.0,Newspapers & Media,Dibang Valley,Etalin Landslide,Etalin along NH-313,NH 313,28.62887,95.8566,04-03-2025,-,1.0,0.0,1.29
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/3,3.0,Newspapers & Media,Dibang Valley,Anini Landslide,"Near Anini, NH 313 Located close to",NH 313,28.78846,95.90884,12-03-2025,-,1.0,0.0,2.31
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/7,4.0,Newspapers & Media,Anjaw,Mompani Landslide Gyan Mission,the Indo-China border Near Gyan,NH 113,28.03826,96.43806,02-04-2025,-,3.0,0.0,1.6
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/21,5.0,Newspapers & Media,Papum Pare,School Landslide,Mission Orphan School,,27.07651,93.65695,30-05-2025,-,2.0,0.0,102.81
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/59,6.0,Newspapers & Media,West Kameng,Jamiri Landslide,,NH 13,27.18332,92.59952,30-05-2025,-,2.0,0.0,92.0
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/65,7.0,Newspapers & Media,East Kameng,Bana Landslide,Bana Seppa Road,NH 13,27.30616,92.95388,30-05-2025,-,2.0,7.0,35.0
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/118,8.0,Newspapers & Media,Lower Subansiri,Ziro Landslide,Ziro Kamle Road,NH 13,27.62206,93.84096,31-05-2025,-,1.0,2.0,3.0
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/141,9.0,Newspapers & Media,Keyi Panyor,Param Putu Landslide,Param Putu Circle,,27.64959,93.87385,01-06-2025,-,1.0,0.0,0.0
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunchal Pradesh/147,10.0,Newspapers & Media,Lower Siang,Siji Landslide,Along Likabali- Basar Road Government,,27.71888,94.70399,03-06-2025,-,3.0,0.0,0.0
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/158,11.0,Newspapers & Media,Kamle,Raga Landslide,Higher Secondary School in Raga,,27.79837,94.0765,15-06-2025,-,2.0,0.0,2.84
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/219,12.0,Newspapers & Media,East Kameng,Kojo Landslide,between Lada and Sachung road connecting,,27.51413,92.80988,25-06-2025,-,1.0,1.0,40.2
2026,Arunachal Pradesh,Newspapers & Media/2025/Arunachal Pradesh/220,13.0,Newspapers & Media,West Kameng,Lumum Landslide,Tippi and Elephant Flat Between Janbo,,27.06653,92.59247,29-06-2025,-,1.0,0.0,18.98
2026,Arunachal Pradesh,APSAC/2025/Arunachal Pradesh/270,14.0,APSAC,Upper Siang,Janbo Landslide,and Bomdo Village,,28.77113,94.85587,01-04-2025,-,1.0,0.0,0.0
2026,Arunachal Pradesh,APSAC/2025/Arunachal Pradesh/271,15.0,APSAC,Upper Siang,Mosing Landslide,Mosing Hotel under Megging,,28.80555,94.80139,02-04-2025,-,,24.0,0.0
2026,Arunachal Pradesh,APSAC/2025/Arunachal Pradesh/272,16.0,APSAC,Changlang,Joda Landslide,Circle Jotin Joda under Manmao circle,,27.22884,95.90869,14-04-2025,-,,2.0,0.0
2026,Arunachal Pradesh,APSAC/2025/Arunachal Pradesh/273,17.0,APSAC,Anjaw,Tidding Landslide,Between Tidding to,,27.98791,96.40653,23-04-2025,-,,1.0,0.0
