incident_id,report_year,state,district,name,location,nh_sh_affected,latitude,longitude,date_of_event,rainfall_mm,type_of_event,casualty,computed_severity,source,slide_id
580,2026,Meghalaya,East Khasi Hills,Lum Thnagding,"East Khasi Hills, Meghalaya",NH 206,25.43763,91.85282,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/92
581,2026,Meghalaya,East Khasi Hills,Landslide Lum Thnagding,"East Khasi Hills, Meghalaya",NH 206,25.43763,91.85432,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/93
582,2026,Meghalaya,East Khasi Hills,Landslide 2 Lum Thnagding,"East Khasi Hills, Meghalaya",NH 206,25.43707,91.8561,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/94
583,2026,Meghalaya,East Khasi Hills,Landslide 3 Lum Thnagding,"East Khasi Hills, Meghalaya",NH 206,25.437,91.85824,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/95
584,2026,Meghalaya,East Khasi Hills,Landslide 4 Wah Bnoh Landslide,"East Khasi Hills, Meghalaya",NH 206,25.43398,91.86066,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/96
585,2026,Meghalaya,East Khasi Hills,Wah Bnoh Landslide 2,"East Khasi Hills, Meghalaya",NH 206,25.43231,91.86152,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/97
586,2026,Meghalaya,East Khasi Hills,Wah Bnoh Landslide 3,"East Khasi Hills, Meghalaya",NH 206,25.43141,91.86274,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/98
587,2026,Meghalaya,East Khasi Hills,Wah Bnoh Landslide 4,"East Khasi Hills, Meghalaya",NH 206,25.42705,91.86312,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/99
588,2026,Meghalaya,East Khasi Hills,Wah Bnoh Landslide 5,"East Khasi Hills, Meghalaya",NH 206,25.4229,91.86607,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/100
589,2026,Meghalaya,East Khasi Hills,Wah Bnoh Landslide 6,"East Khasi Hills, Meghalaya",NH 206,25.42221,91.86785,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/101
590,2026,Meghalaya,East Khasi Hills,Pomlum Landslide,"East Khasi Hills, Meghalaya",NH 206,25.42162,91.86807,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/102
591,2026,Meghalaya,East Khasi Hills,Pomlum Landslide 2,"East Khasi Hills, Meghalaya",NH 206,25.42881,91.86459,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/103
592,2026,Meghalaya,East Khasi Hills,Pomlum Landslide 3,"East Khasi Hills, Meghalaya",NH 206,25.41838,91.86815,2025-05-31,24.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/104
593,2026,Meghalaya,East Khasi Hills,Pomlum Landslide 4,"East Khasi Hills, Meghalaya",NH 206,25.41072,91.87425,2025-05-30,17.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/105
594,2026,Meghalaya,East Khasi Hills,Mawkejam Landslide,"East Khasi Hills, Meghalaya",NH 206,25.40375,91.87281,2025-05-31,4.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/106
595,2026,Meghalaya,East Khasi Hills,Mawkejam Landslide 2,"East Khasi Hills, Meghalaya",NH 206,25.39732,91.87258,2025-05-31,3.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/107
596,2026,Meghalaya,East Khasi Hills,Mawkejam Landslide 3,"East Khasi Hills, Meghalaya",NH 206,25.39072,91.87185,2025-05-31,3.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/108
597,2026,Meghalaya,East Khasi Hills,Mawkejam Landslide 4,"East Khasi Hills, Meghalaya",NH 206,25.3852,91.87428,2025-05-31,3.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/109
598,2026,Meghalaya,East Khasi Hills,Rgnain Landslide,"East Khasi Hills, Meghalaya",NH 206,25.38303,91.87442,2025-05-31,3.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/110
599,2026,Meghalaya,East Khasi Hills,Rgnain Landslide 2,"East Khasi Hills, Meghalaya",NH 206,25.38257,91.87439,2025-05-30,34.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/111
600,2026,Meghalaya,East Khasi Hills,Rgnain Landslide 3,"East Khasi Hills, Meghalaya",NH 206,25.37975,91.87347,2025-05-31,3.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/112
601,2026,Meghalaya,East Khasi Hills,Rgnain Landslide 4,"East Khasi Hills, Meghalaya",NH 206,25.37642,91.87452,2025-05-31,3.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/113
602,2026,Meghalaya,East Khasi Hills,Kyntiew Masi,"East Khasi Hills, Meghalaya",NH 206,25.36093,91.88129,2025-05-30,34.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/114
603,2026,Meghalaya,East Khasi Hills,Landslide Kyntiew Masi,"East Khasi Hills, Meghalaya",NH 206,25.3604,91.88673,2025-05-30,34.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/115
604,2026,Meghalaya,East Khasi Hills,Landslide 2 Langkyrdem Landslide,"East Khasi Hills, Meghalaya",NH 206,25.35567,91.89466,2025-05-31,3.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/116
605,2026,Meghalaya,East Khasi Hills,Langkyrdem Landslide 2,"East Khasi Hills, Meghalaya",NH 206,25.34457,91.8906,2025-05-30,34.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/117
606,2026,Meghalaya,East Jaintia Hills,Kulinag Landslide,Along NH-6 Kuliang,NH 6,25.08052,92.36237,2025-05-31,24.0,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2025/Meghalaya/132
607,2026,Meghalaya,East Jaintia Hills,Kulinag Landslide,Along NH-6 Kuliang,NH 6,25.08052,92.36237,2025-06-01,0.0,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2025/Meghalaya/133
608,2026,Meghalaya,Ri Bhoi,Umiam Landslide 10,GS Road RiBhoi,NH 6,25.6632,91.90169,2025-06-14,71.28,1.0,0.0,0.35,Field Survey,Newspapers & Media/2025/Meghalaya/155
609,2026,Meghalaya,East Jaintia Hills,Ratachhera Landslide,"East Jaintia Hills, Meghalaya",NH 6,25.03655,92.43952,2025-06-15,19.61,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/286
610,2026,Meghalaya,East Jaintia Hills,Ratulia Landslide,"East Jaintia Hills, Meghalaya",NH 6,25.03923,92.43711,2025-07-18,2.11,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/287
611,2026,Meghalaya,East Jaintia Hills,Ratachhera East,"East Jaintia Hills, Meghalaya",NH 6,25.04213,92.43359,2025-08-06,15.28,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/288
612,2026,Meghalaya,East Jaintia Hills,Landslide 1 Ratachhera East,"East Jaintia Hills, Meghalaya",NH 6,25.04191,92.43356,2025-08-03,29.97,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/289
613,2026,Meghalaya,East Jaintia Hills,Landslide 2 Dona Umbluh,"East Jaintia Hills, Meghalaya",NH 6,25.04445,92.42054,2025-08-03,29.4,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/290
614,2026,Meghalaya,East Jaintia Hills,Landslide Khonglan Landslide 1,"East Jaintia Hills, Meghalaya",NH 6,25.04802,92.40951,2025-07-18,2.11,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/291
615,2026,Meghalaya,East Jaintia Hills,Khonglan Landslide 2,"East Jaintia Hills, Meghalaya",NH 6,25.04802,92.40951,2025-08-05,19.61,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/292
616,2026,Meghalaya,East Jaintia Hills,Khonglan Landslide 3,"East Jaintia Hills, Meghalaya",NH 6,25.04802,92.40951,2025-08-05,19.61,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/293
617,2026,Meghalaya,East Jaintia Hills,Khonglan Landslide 4,"East Jaintia Hills, Meghalaya",NH 6,25.04802,92.40951,2025-08-05,19.61,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/294
618,2026,Meghalaya,East Jaintia Hills,Khonglan Landslide 5,"East Jaintia Hills, Meghalaya",NH 6,25.04802,92.40951,2025-08-03,29.97,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/295
619,2026,Meghalaya,East Jaintia Hills,Kuliang Landslide,"East Jaintia Hills, Meghalaya",NH 6,25.08057,92.36246,2025-08-03,29.97,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/296
620,2026,Meghalaya,East Jaintia Hills,Sonapur Landslide 1,"East Jaintia Hills, Meghalaya",NH 6,25.1157,92.35804,2025-07-18,24.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/297
621,2026,Meghalaya,East Jaintia Hills,Sonapur Landslide 2,"East Jaintia Hills, Meghalaya",NH 6,25.1157,92.35804,2025-08-03,29.97,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/298
622,2026,Meghalaya,East Jaintia Hills,Sonapur Landslide 3,"East Jaintia Hills, Meghalaya",NH 6,25.11865,92.35707,2025-06-15,19.97,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/299
623,2026,Meghalaya,East Jaintia Hills,Sonapur Landslide 4,"East Jaintia Hills, Meghalaya",NH 6,25.11865,92.35707,2025-07-18,2.11,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/300
624,2026,Meghalaya,East Jaintia Hills,Nongsning Landslide 1,"East Jaintia Hills, Meghalaya",NH 6,25.25702,92.38177,2025-07-18,2.11,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/301
625,2026,Meghalaya,East Jaintia Hills,Nongsning Landslide 2,"East Jaintia Hills, Meghalaya",NH 6,25.25888,92.38506,2025-07-18,2.11,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/302
626,2026,Meghalaya,East Jaintia Hills,Nongsning Landslide 3,"East Jaintia Hills, Meghalaya",NH 6,25.2628,92.38448,2025-07-18,2.11,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/303
627,2026,Meghalaya,East Jaintia Hills,Nongsning Landslide 4,"East Jaintia Hills, Meghalaya",NH 6,25.26307,92.38411,2025-08-03,29.97,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/304
628,2026,Meghalaya,East Jaintia Hills,Nongsning Landslide 5,"East Jaintia Hills, Meghalaya",NH 6,25.26483,92.38137,2025-08-03,29.97,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/305
629,2026,Meghalaya,East Jaintia Hills,Kantalo Landslide,"East Jaintia Hills, Meghalaya",NH 6,25.26913,92.37798,2025-08-05,19.61,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/306
630,2026,Meghalaya,East Jaintia Hills,Umtyra Landslide,"East Jaintia Hills, Meghalaya",NH 6,25.2792,92.37882,2025-07-18,2.11,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/307
631,2026,Meghalaya,East Jaintia Hills,Byndihati Landslide 1,"East Jaintia Hills, Meghalaya",NH 6,25.29605,92.38861,2025-08-03,29.97,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/308
632,2026,Meghalaya,East Jaintia Hills,Byndihati Landslide 2,"East Jaintia Hills, Meghalaya",NH 6,25.30076,92.38366,2025-08-05,19.61,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/309
633,2026,Meghalaya,East Jaintia Hills,Byndihati Landslide 3,"East Jaintia Hills, Meghalaya",NH 6,25.30078,92.38343,2025-07-18,2.11,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/310
634,2026,Meghalaya,East Jaintia Hills,Byndihati Landslide 4,"East Jaintia Hills, Meghalaya",NH 6,25.302,92.37883,2025-07-18,24.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/311
635,2026,Meghalaya,East Jaintia Hills,Byndihati Landslide 5,"East Jaintia Hills, Meghalaya",NH 6,25.30277,92.37851,2025-08-03,29.97,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/312
636,2026,Meghalaya,East Jaintia Hills,Sonapur Landslide,"East Jaintia Hills, Meghalaya",NH 6,25.10675,92.36141,2025-08-30,5.61,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Meghalaya/319
637,2026,Meghalaya,East Khasi Hills,L1,GS Road,NH 6,25.64886,91.89787,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/324
638,2026,Meghalaya,East Khasi Hills,L2,GS Road,NH 6,25.65201,91.89683,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/325
639,2026,Meghalaya,East Khasi Hills,L3,GS Road,NH 6,25.65051,91.89347,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/326
640,2026,Meghalaya,East Khasi Hills,L4,GS Road,NH 6,25.63394,91.89201,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/327
641,2026,Meghalaya,East Khasi Hills,L5,GS Road,NH 6,25.64071,91.89213,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/328
642,2026,Meghalaya,East Khasi Hills,L6,GS Road,NH 6,25.64091,91.89191,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/329
643,2026,Meghalaya,East Khasi Hills,L7,GS Road,NH 6,25.64107,91.89032,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/330
644,2026,Meghalaya,East Khasi Hills,L8,GS Road,NH 6,25.64567,91.89165,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/331
645,2026,Meghalaya,East Khasi Hills,L9,GS Road,NH 6,25.64887,91.89763,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/332
646,2026,Meghalaya,East Khasi Hills,L10,GS Road,NH 6,25.65323,91.89805,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/333
647,2026,Meghalaya,East Khasi Hills,L11,GS Road,NH 6,25.65343,91.89818,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/334
648,2026,Meghalaya,East Khasi Hills,L12,GS Road,NH 6,25.6535,91.89824,2025-09-09,24.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/335
649,2026,Meghalaya,East Khasi Hills,L13,GS Road,NH 6,25.6584,91.89971,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/336
650,2026,Meghalaya,Ri Bhoi,L14,GS Road,NH 6,25.66164,91.90094,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/337
651,2026,Meghalaya,Ri Bhoi,L15,GS Road,NH 6,25.66332,91.90181,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/338
652,2026,Meghalaya,Ri Bhoi,L16,GS Road,NH 6,25.66515,91.89938,2025-09-09,0.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/339
653,2026,Meghalaya,Ri Bhoi,Ladsharai Landslide,Near Thrill Fun Park's gate,NH 6,25.71188,91.89371,2025-09-13,27.45,1.0,0.0,0.35,Field Survey,Field Survey/2025/Meghalaya/349
654,2026,Meghalaya,Ri Bhoi,Umbang Landslide,GS Road,NH 6,25.68601,91.90302,2025-09-20,51.63,2.0,0.0,0.65,Field Information,Field Information/2025/Meghalaya/364
655,2026,Mizoram,Champhai,Vaphai Landslide,Vaphai Village,,23.14646,93.32512,2025-05-31,24.0,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Mizoram/122
656,2026,Mizoram,Aizawl,Dinthar Veng Landslide,"Aizawl, Mizoram",,23.73056,92.7116,2025-05-31,0.0,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Mizoram/134
657,2026,Mizoram,Aizawl,Chanmari Landslide,"Aizawl, Mizoram",,23.74074,92.71722,2025-05-31,1.0,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Mizoram/135
658,2026,Mizoram,Aizawl,Midum Kham Landslide,"Aizawl, Mizoram",,23.46976,92.74035,2025-05-31,0.0,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Mizoram/136
659,2026,Mizoram,Saitual,Ngopa Landslide,Near Ngopa CHC,NH 102B,23.88163,93.21151,2025-06-23,0.0,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Mizoram/218
660,2026,Mizoram,Aizawl,Sairang Landslide,Sairang Village,,23.81424,92.65326,2025-07-20,1.0,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2025/Mizoram/256
661,2026,Mizoram,Mamit,Dampui Landslide,"Mamit, Mizoram",NH 108,23.82251,92.49366,2025-07-20,0.0,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2025/Mizoram/257
662,2026,Mizoram,Lunglei,Pukpui Landslide,"Lunglei, Mizoram",,22.93102,92.75033,2025-07-20,0.0,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2025/Mizoram/258
663,2026,Mizoram,Lunglei,Bualte Landslide,Between Bualte and Thualthu,,22.78964,92.83025,2025-08-02,0.0,2.0,1.0,0.7,Newspapers & Media,APSAC/2025/Mizoram/283
664,2026,Mizoram,Mamit,Dampui Landslide,Aizawl–Mamit road,NH 108,23.8226,92.49402,2025-08-03,0.0,2.0,2.0,0.75,Newspapers & Media,APSAC/2025/Mizoram/284
665,2026,Mizoram,Lunglei,Thingfal Landslide,"Lunglei, Mizoram",NH 2,22.6122,92.87364,2025-09-11,0.0,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Mizoram/347
666,2026,Nagaland,Dimapur,Pagala Pahar Landslide,Chumoukedima Stretch Near Naga,NH 29,25.7981,93.79754,2025-05-30,565.0,1.0,1.0,0.4,Newspapers & Media,Newspapers & Media/2025/Nagaland/62
667,2026,Nagaland,Kohima,Kisama Landslide,Heritage Village,NH 2,25.61865,94.11649,2025-06-01,0.0,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Nagaland/139
668,2026,Nagaland,Wokha,Bhandari Landslide,In and around Bhandari Town,SH 4,26.28937,94.11415,2025-06-17,52.09,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/159
669,2026,Nagaland,Kohima,Kisama Landslide,below the,NH 2,25.61863,94.11647,2025-07-02,21.05,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Nagaland/222
670,2026,Nagaland,Kohima,Bayavü Landslide,Directorate of School Education Between,,25.68586,94.10535,2025-07-05,20.01,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/224
671,2026,Nagaland,Mokokchung,Changki Landslide 1,Mokokchung to Mariani Road Between,NH 702D,26.42491,94.38695,2025-07-05,109.7,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/225
672,2026,Nagaland,Mokokchung,Changki Landslide 2,Mokokchung to Mariani Road road connecting S. Hetoyi,NH 702D,26.42405,94.3922,2025-07-05,109.7,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/226
673,2026,Nagaland,Niuland,Hetoi Landslide KMC,Village and Ghokuto Village,,25.8431,93.91629,2025-07-05,28.05,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Nagaland/227
674,2026,Nagaland,Kohima,Dumping Landslide,Near Old KMC Dumping Site road connecting,,25.71209,94.06691,2025-07-05,22.74,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Nagaland/232
675,2026,Nagaland,Longleng,Yongam Landslide,Longleng and Mon districts,NH 702,26.54389,94.84096,2025-07-02,39.66,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Nagaland/233
676,2026,Nagaland,Kohima,PHQ Junction Landslide,Near PHQ Jumction,NH 2,25.65848,94.09948,2025-07-09,31.15,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/234
677,2026,Nagaland,Kohima,Mezhü Landslide,Near Mezhu H.S. School,NH 2,25.66577,94.1017,2025-07-09,38.83,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/235
678,2026,Nagaland,Kohima,Ura Landslide,"Kohima, Nagaland",NH 2,25.66184,94.10107,2025-07-09,24.0,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Nagaland/236
679,2026,Nagaland,Kohima,Razhu Point Landslide,"Kohima, Nagaland",NH 2,25.67411,94.10853,2025-07-09,26.66,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Nagaland/237
680,2026,Nagaland,Dimapur,Piphema Landslide,"Dimapur, Nagaland",,25.72272,93.90169,2025-07-08,18.97,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Nagaland/247
681,2026,Nagaland,Dimapur,Kukidolong Landslide,"Dimapur, Nagaland",,25.77032,93.81766,2025-07-08,20.88,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Nagaland/248
682,2026,Nagaland,Kohima,Qhitohe Landslide,Qhitohe Village,,25.9052,93.97231,2025-07-12,11.14,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Nagaland/249
683,2026,Nagaland,Dimapur,Hozhukhe Landslide,Niuland Region,,25.88121,93.93481,2025-07-12,13.88,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Nagaland/250
684,2026,Nagaland,Dimapur,Vihoto Landslide,Niuland Region,,25.69465,93.66411,2025-07-12,8.04,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Nagaland/251
685,2026,Nagaland,Kohima,Phesama Landslide,"just below the Rhododendron Resort,",,25.62196,94.11469,2025-07-19,20.82,2.0,1.0,0.7,Newspapers & Media,Newspapers & Media/2025/Nagaland/259
686,2026,Nagaland,Mokokchung,Nokpu Landslide,Kohima–Mao bypass 1 km away from Nokpu Village,,26.59984,94.4803,2025-07-25,32.28,2.0,3.0,0.8,Newspapers & Media,Newspapers & Media/2025/Nagaland/260
687,2026,Nagaland,Mokokchung,Yisemyong Landslide,gate Yisemyong Village area,,26.38927,94.63261,2025-08-07,40.69,2.0,2.0,0.75,Newspapers & Media,APSAC/2025/Nagaland/280
688,2026,Nagaland,Phek,Losami Landslide,Between Losami and,,25.60242,94.42716,2025-08-09,32.71,2.0,2.0,0.75,Newspapers & Media,APSAC/2025/Nagaland/281
689,2026,Nagaland,Phek,Phek Landslide,Phek Village Between Phek Village and,,25.65472,94.43797,2025-08-09,27.53,2.0,1.0,0.7,Newspapers & Media,APSAC/2025/Nagaland/282
690,2026,Nagaland,Kohima,Koinonia Landslide,"Losami Chainage KM 12.900, near",NH 2,25.74907,94.07805,2025-08-25,26.93,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Nagaland/315
691,2026,Nagaland,Mon,Kenchenshu L andslide,Tsiesema Basa between Kenchenshu and Changnyu,,26.45607,94.99089,2025-08-24,16.67,2.0,2.0,0.75,Newspapers & Media,Newspapers & Media/2025/Nagaland/317
692,2026,Nagaland,Mokokchung,Chungtia Landslide,In and around Chungtia,,26.37923,94.44612,2025-07-28,24.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/318
693,2026,Nagaland,Dimapur,Chumoukedi ma Landslide,Region,NH 29,25.79816,93.79787,2025-09-14,42.01,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/344
694,2026,Nagaland,Dimapur,Pagala Pahar Landslide,"Dimapur, Nagaland",,25.74555,93.78249,2025-09-14,47.28,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Nagaland/345
695,2026,Nagaland,Mokokchung,Aongza Landslide,Chungtia Village,,26.32603,94.51105,2025-09-14,49.91,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/354
696,2026,Nagaland,Mokokchung,Penli Landslide,Upper Penli Ward,,26.32242,94.52008,2025-09-15,63.3,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/357
697,2026,Nagaland,Zunheboto,Zhekiye Landslide,Between Zhekiye and,,25.92637,94.46042,2025-09-13,0.0,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Nagaland/358
698,2026,Nagaland,Kohima,Tseminyu Landslide,Satakha Tseminyu ward 8,,25.9246,94.21497,2025-09-17,0.0,2.0,0.0,0.65,Newspapers & Media,Newspapers & Media/2025/Nagaland/359
699,2026,Nagaland,Phek,Ruzazhu Landslide,"Phek, Nagaland",,25.75666,94.38068,2025-09-17,59.15,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Nagaland/362
700,2026,Nagaland,Dimapur,Seithekema Landslide,"Dimapur, Nagaland",,25.78506,93.8025,2025-09-12,59.27,1.0,0.0,0.35,Field Survey,Field Survey/2025/Nagaland/367
701,2026,Nagaland,Dimapur,Chumoukedi ma Landslide,"Dimapur, Nagaland",,25.79688,93.80417,2025-09-12,59.27,1.0,0.0,0.35,Field Survey,Field Survey/2025/Nagaland/368
702,2026,Nagaland,Dimapur,2 Chumoukedi ma Landslide,"Dimapur, Nagaland",,25.79689,93.80325,2025-09-12,59.27,1.0,0.0,0.35,Field Survey,Field Survey/2025/Nagaland/369
703,2026,Nagaland,Dimapur,3 Chumoukedi ma Landslide,"Dimapur, Nagaland",,25.79676,93.80239,2025-09-12,59.27,1.0,0.0,0.35,Field Survey,Field Survey/2025/Nagaland/370
704,2026,Nagaland,Dimapur,4 Seithekema Landslide 2,"Dimapur, Nagaland",,25.78406,93.8008,2025-09-13,39.29,1.0,0.0,0.35,Field Survey,Field Survey/2025/Nagaland/371
705,2026,Nagaland,Dimapur,Seithekema Landslide 3,"Dimapur, Nagaland",,25.78005,93.80028,2025-09-13,39.29,1.0,0.0,0.35,Field Survey,Field Survey/2025/Nagaland/372
706,2026,Nagaland,Dimapur,Henivi Landslide,"Dimapur, Nagaland",,25.79988,93.81018,2025-09-14,24.0,1.0,0.0,0.35,Field Survey,Field Survey/2025/Nagaland/373
707,2026,Nagaland,Dimapur,Henivi Landslide 2,"Dimapur, Nagaland",,25.79968,93.80878,2025-09-14,94.3,1.0,0.0,0.35,Field Survey,Field Survey/2025/Nagaland/374
708,2026,Sikkim,Mangan,Munshithang Landslide,Lachen Chungthang Road,,27.6278,88.62077,2025-04-24,5.48,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2025/Sikkim/8
709,2026,Sikkim,Mangan,Lema Landslide,Lachung Chungthang Road Near 66/11 kV,NH 310A,27.62842,88.68661,2025-04-24,5.48,3.0,0.0,0.85,Newspapers & Media,Newspapers & Media/2025/Sikkim/9
710,2026,Sikkim,Gangtok,Sichey Landslide,power sub-station at Sichey,NH 310,27.34305,88.60494,2025-05-12,1.05,1.0,0.0,0.35,Newspapers & Media,Newspapers & Media/2025/Sikkim/12
